f.movieid,m.title,rating_count,average_rating
73929,legion,8,3.5
177469,the last face,8,2.0
74677,"yes men fix the world, the",8,4.88
74946,she's out of my league,8,3.0
86142,13 assassins,8,4.44
6615,freddy vs. jason,8,4.0
140160,descendants,8,4.0
68554,angels & demons,8,4.5
7419,after hours,8,4.13
4701,rush hour 2,8,5.0
1028,mary poppins,8,4.56
77719,voyager,8,5.0
54997,3:10 to yuma,8,3.5
6014,national security,8,2.5
54780,"nanny diaries, the",8,3.5
139859,ghost in the shell arise - border 2: ghost whispers,8,4.0
155968,the night manager,8,4.63
68269,"young victoria, the",8,3.5
4531,red heat,8,3.0
162348,the 9th life of louis drax,8,3.5
193025,hyperlight,8,4.0
165347,jack reacher: never go back,8,3.88
51573,meshes of the afternoon,8,4.5
317,"santa clause, the",8,4.5
99728,gangster squad,8,4.0
1722,tomorrow never dies,8,4.0
127202,me and earl and the dying girl,8,4.38
68159,state of play,8,3.0
167640,a cure for wellness,8,3.0
124494,the fabulous dorseys,8,2.5
60040,"incredible hulk, the",8,2.38
189885,the guilty,8,3.69
168568,the film critic,8,4.0
4041,"officer and a gentleman, an",8,3.5
1347,"nightmare on elm street, a",8,5.0
247988,luca,8,4.0
170913,here alone,8,3.0
5669,bowling for columbine,8,3.94
99910,"last stand, the",8,4.38
5066,"walk to remember, a",8,5.0
8949,sideways,8,2.63
59295,expelled: no intelligence allowed,8,0.5
47970,"last kiss, the",8,2.69
272525,doctor strange in the multiverse of madness,8,3.75
64030,transporter 3,8,3.13
136564,macbeth,8,3.5
45720,"devil wears prada, the",8,4.94
1257,better off dead...,8,4.25
45501,"break-up, the",8,4.63
196891,the lego movie 2: the second part,8,4.0
45081,silent hill,8,4.5
7063,aguirre: the wrath of god,8,4.88
88299,no impact man: the documentary,8,4.38
42946,project a,8,3.5
180045,molly's game,8,4.25
2115,indiana jones and the temple of doom,8,3.19
55118,eastern promises,7,3.21
266,legends of the fall,7,4.5
5508,24 hour party people,7,5.0
97172,frankenweenie,7,2.5
184997,"love, simon",7,4.29
154051,the last man on the moon,7,4.0
280100,the guardians of the galaxy holiday special,7,3.36
6889,brother bear,7,4.0
287377,fast x,7,3.0
67087,"i love you, man",7,3.86
151941,an inspector calls,7,3.5
2006,"mask of zorro, the",7,3.71
81191,waiting for 'superman',7,3.5
79091,despicable me,7,3.0
1212,"third man, the",7,3.86
80083,dragon ball z: dead zone,7,3.0
5047,kung pow: enter the fist,7,4.0
142488,spotlight,7,3.86
47999,jesus camp,7,4.0
105653,escape plan,7,2.57
1882,godzilla,7,3.57
191695,be vaght sham,7,5.0
26342,"farewell, my lovely",7,3.5
7087,"passage to india, a",7,4.0
165105,ouija: origin of evil,7,3.5
100383,side effects,7,3.93
65596,mesrine: killer instinct,7,3.5
3247,sister act,7,4.0
165933,the ivory game,7,4.0
99437,john dies at the end,7,4.14
233953,the woman in the window,7,2.21
82852,little fockers,7,3.0
177213,max headroom - 20 minutes into the future,7,4.5
7951,nightbreed,7,4.5
88572,fred: the movie,7,0.5
26736,riki-oh: the story of ricky,7,2.5
7981,infernal affairs,7,4.64
2134,weird science,7,4.0
198157,a rainy day in new york,7,4.36
111622,begin again,7,4.0
3705,bird on a wire,7,3.5
41627,samurai rebellion,7,4.5
27392,run ronnie run,7,1.5
5502,signs,7,2.21
27592,sympathy for mr. vengeance,7,5.0
1917,armageddon,7,2.71
106072,thor: the dark world,7,3.93
209315,little women,7,4.71
951,his girl friday,7,4.79
166918,the great wall,7,2.5
27746,ginger snaps: unleashed,7,5.0
67788,confessions of a shopaholic,7,4.36
193507,where's the money?,7,3.5
7126,"killing of a chinese bookie, the",7,5.0
175199,annabelle: creation,7,3.5
2995,house on haunted hill,7,1.5
926,all about eve,7,4.0
4210,manhunter,7,3.5
6550,johnny english,7,2.79
88785,"change-up, the",7,3.5
106766,inside llewyn davis,7,5.0
199207,the curse of la llorona,7,1.86
266310,the big squeeze,7,3.0
151113,a man called ove,7,4.0
186,nine months,7,3.86
221160,spree,7,3.5
2843,"black cat, white cat",7,3.0
175795,descendants 2,7,3.5
82095,skyline,7,2.21
785,kingpin,7,3.0
37846,daltry calhoun,7,4.0
89590,scott walker: 30 century man,7,4.5
137859,dragon ball z gaiden: the plot to destroy the saiyans,7,3.5
225758,david attenborough: a life on our planet,7,4.71
58743,alatriste,7,3.0
168554,iboy,7,4.5
3510,frequency,7,4.14
91128,"rum diary, the",7,4.0
66371,departures,7,4.5
194400,widows,7,4.0
110102,captain america: the winter soldier,7,2.21
201664,into the dark: all that we destroy,7,3.5
32335,wild horses,7,4.0
8640,king arthur,7,4.43
32371,call northside 777,7,3.0
95182,dragon ball z the movie: the tree of might,7,4.5
196997,black mirror: bandersnatch,7,3.07
58301,funny games u.s.,7,4.0
170813,baywatch,7,3.0
6534,hulk,7,1.57
143365,the circle,7,4.5
1991,child's play,7,5.0
6985,"passion of joan of arc, the",7,3.0
109483,that awkward moment,7,2.0
59501,"chronicles of narnia: prince caspian, the",7,2.5
33836,bewitched,7,2.86
140247,the gift,7,3.93
177763,murder on the orient express,7,2.21
95309,seeking a friend for the end of the world,7,3.5
189561,homo sapiens,7,4.0
149011,he never died,7,4.57
270696,the adam project,7,3.21
8831,suspect zero,7,1.5
7352,wilbur wants to kill himself,7,4.14
65261,ponyo,7,4.0
90890,jack and jill,7,3.07
256,junior,7,3.43
344,ace ventura: pet detective,7,3.0
48738,"last king of scotland, the",7,4.29
171583,super dark times,7,4.0
70159,orphan,7,4.21
171647,pink floyd: live at pompeii,7,5.0
3863,"cell, the",7,4.0
291483,sebastian star bear: first mission,7,2.5
29,"city of lost children, the",7,4.0
300,quiz show,7,3.07
441,dazed and confused,7,4.71
1014,pollyanna,7,4.64
1015,homeward bound: the incredible journey,7,4.0
1245,miller's crossing,7,3.93
1301,forbidden planet,7,3.71
1342,candyman,7,4.5
1409,michael,7,2.07
1840,he got game,7,5.0
1895,can't hardly wait,7,3.93
1913,picnic at hanging rock,7,5.0
1965,repo man,7,4.36
2122,children of the corn,7,4.71
2181,marnie,7,3.79
2459,"texas chainsaw massacre, the",7,4.79
2528,logan's run,7,3.93
2722,deep blue sea,7,4.14
2805,mickey blue eyes,7,3.29
2810,perfect blue,7,4.0
2877,tommy,7,4.14
3248,sister act 2: back in the habit,7,4.5
3253,wayne's world,7,3.43
3358,defending your life,7,3.5
3706,angel heart,7,3.79
3752,"me, myself & irene",7,3.79
3773,house party,7,5.0
4183,"unbelievable truth, the",7,3.79
4444,"way of the dragon, the",7,3.14
6595,s.w.a.t.,7,4.79
6887,radio,7,3.5
6963,devil's playground,7,3.5
7070,red river,7,3.79
7949,"yakuza, the",7,2.5
8636,spider-man 2,7,3.71
26554,"quiet earth, the",7,3.0
27793,starship troopers 2: hero of the federation,7,1.64
27803,"sea inside, the",7,4.14
33499,monster-in-law,7,3.21
37830,final fantasy vii: advent children,7,3.0
42632,lady vengeance,7,4.0
45728,clerks ii,7,2.29
48909,5 fingers,7,3.5
52458,disturbia,7,4.0
53953,1408,7,3.29
55290,gone baby gone,7,3.36
59037,speed racer,7,4.5
59336,redbelt,7,3.0
59421,what happens in vegas...,7,3.07
59549,shelter,7,3.5
60126,get smart,7,3.64
62198,marjoe,7,4.5
65982,outlander,7,4.5
67734,adventureland,7,3.64
68835,were the world mine,7,3.64
69278,land of the lost,7,2.0
70157,"gang's all here, the",7,2.5
70535,love hina christmas special: silent eve,7,3.5
74750,[rec]²,7,4.5
80241,going the distance,7,2.0
80615,legend of the guardians: the owls of ga'hoole,7,4.0
81932,"fighter, the",7,3.5
85022,hall pass,7,3.5
88954,"very harold & kumar 3d christmas, a",7,3.0
89930,superheroes,7,4.0
90430,carnage,7,4.0
90630,miss representation,7,4.0
92420,chronicle,7,4.14
92954,prayers for bobby,7,5.0
96861,taken 2,7,3.07
97936,anna karenina,7,4.43
98122,indie game: the movie,7,4.0
100272,snow white,7,5.0
114197,noam chomsky: distorted morality,7,4.5
124575,the wind in the willows,7,4.5
127118,i am michael,7,5.0
127198,dope,7,4.86
130446,the coconut revolution,7,4.5
135184,gunnm,7,3.71
135825,dragon ball: yo! son goku and friends return!!,7,1.0
137863,dragon ball z: resurrection of f,7,3.5
138944,dragon ball: episode of bardock,7,4.5
152970,hunt for the wilderpeople,7,4.71
156000,justice league vs. teen titans,7,3.0
158530,leatherface,7,4.5
159093,now you see me 2,7,3.21
162082,train to busan,7,3.57
164821,colossal,7,3.5
166534,split,7,3.71
169902,sleight,7,5.0
169992,free fire,7,3.0
170729,louis c.k. 2017,7,5.0
170809,the spacewalker,7,3.5
170885,burning sands,7,4.0
171925,hounds of love,7,2.5
172547,despicable me 3,7,4.5
175643,zygote,7,4.5
176929,happy death day,7,4.5
179133,loving vincent,7,4.21
179285,tragedy girls,7,3.0
183909,a futile & stupid gesture,7,4.0
185997,life of the party,7,4.0
187601,anon,7,4.36
188189,sorry to bother you,7,3.5
188797,tag,7,3.5
189559,a species odyssey,7,4.5
189563,birth of civilization,7,4.0
189873,bao,7,4.36
193395,slice,7,3.5
195163,bumblebee,7,3.5
198147,five feet apart,7,4.43
203934,freaks,7,4.0
204826,the kitchen,7,2.0
211221,"el pepe, a supreme life",7,4.5
216402,the king of staten island,7,4.43
217655,hamilton,7,3.93
222011,greenland,7,2.21
226204,kiss the ground,7,5.0
243412,hey there!,7,4.0
247330,the case of the naves brothers,7,4.5
261759,red notice,7,3.14
263405,nightmare alley,7,3.5
6708,matchstick men,6,3.33
80551,eat pray love,6,1.5
244368,seaspiracy,6,5.0
27134,dark portals: the chronicles of vidocq,6,4.5
1686,red corner,6,3.5
79469,"northerners, the",6,4.0
281096,puss in boots: the last wish,6,4.0
7376,walking tall,6,4.75
250098,stone pillow,6,4.0
251384,opal,6,3.5
77359,red riding: 1983,6,4.5
251616,breaking boundaries: the science of our planet,6,5.0
26010,carousel,6,3.5
329,star trek: generations,6,4.5
6857,ninja scroll,6,4.0
74696,last train home,6,4.0
189893,terrifier,6,4.0
43919,date movie,6,0.5
259575,schumacher,6,4.42
8684,"man escaped, a",6,4.0
260933,blood brothers: malcolm x and muhammad ali,6,3.5
180435,jeepers creepers 3,6,3.42
73569,project a 2,6,3.5
263481,finch,6,2.25
170697,gifted,6,4.5
8132,gladiator,6,4.0
279762,sanctuary,6,4.0
72405,bad lieutenant: port of call new orleans,6,3.5
8496,"panic in needle park, the",6,3.0
8477,"jetée, la",6,2.75
1394,raising arizona,6,4.08
191687,teen titans go! to the movies,6,3.5
169654,don't hang up,6,4.0
36850,police story 2,6,4.0
1900,"children of heaven, the",6,2.83
7055,swing time,6,4.5
1967,labyrinth,6,4.67
161852,king cobra,6,2.5
193954,the nutcracker and the four realms,6,1.5
36533,cry_wolf,6,1.0
177651,the florida project,6,5.0
27778,ginger snaps back: the beginning,6,4.5
2009,soylent green,6,4.25
157222,a boyfriend for my wife,6,4.0
40723,wolf creek,6,0.5
26491,to be or not to be,6,4.5
156369,zero days,6,4.5
197157,standing in the dust,6,4.5
177441,el patrón: anatomy of a crime,6,4.0
197179,chaos walking,6,1.5
56775,national treasure: book of secrets,6,4.17
197351,the last hangover,6,4.0
7018,presumed innocent,6,3.5
60336,bad blood,6,4.5
152071,race,6,3.5
198151,uncharted: drake's fortune,6,1.5
198913,inside einstein's mind: the enigma of space and time,6,4.5
56176,alvin and the chipmunks,6,5.0
5951,morvern callar,6,5.0
34437,broken flowers,6,4.17
55872,august rush,6,4.0
920,gone with the wind,6,4.5
141712,addicted to fresno,6,3.0
34336,must love dogs,6,3.33
177237,battle of the sexes,6,4.0
736,twister,6,4.0
26242,duel,6,4.0
178907,blade runner: black out 2022,6,4.5
1518,breakdown,6,3.83
66198,"international, the",6,4.0
179295,my friend dahmer,6,3.5
139575,baahubali: the beginning,6,5.0
5969,my girl 2,6,2.5
136562,steve jobs,6,2.83
206160,the search for life in space,6,4.5
206162,our planet: behind the scenes,6,4.5
206166,death dive to saturn,6,5.0
135190,mission blue,6,5.0
206449,saint maud,6,4.5
282147,m3gan,6,2.67
127098,louis c.k.: live at the comedy store,6,4.5
2421,"karate kid, part ii, the",6,3.17
647,courage under fire,6,3.5
118702,unbroken,6,4.33
209917,bombshell,6,3.0
17,sense and sensibility,6,4.5
117981,pool of london,6,4.0
27706,lemony snicket's a series of unfortunate events,6,4.0
5167,my favorite brunette,6,3.5
7206,mon oncle,6,5.0
2600,existenz,6,3.58
114818,stretch,6,3.5
183423,alphago,6,3.5
52435,how the grinch stole christmas!,6,4.5
110771,"other woman, the",6,5.0
68659,fanboys,6,3.0
107958,foosball,6,1.5
175221,the story of high noon,6,4.5
5069,escaflowne: the movie,6,3.0
2906,random hearts,6,2.5
51357,citizen x,6,3.5
2932,days of heaven,6,3.67
174933,firebase,6,4.25
103772,"wolverine, the",6,3.0
5008,witness for the prosecution,6,3.17
2961,"story of us, the",6,4.0
100106,"pervert's guide to ideology, the",6,2.67
222137,the devil all the time,6,4.5
222153,encirclement - neo-liberalism ensnares democracy,6,4.5
96655,robot & frank,6,4.5
222743,games people play,6,3.5
222907,the babysitter: killer queen,6,4.5
223994,somebody,6,3.5
49284,10 items or less,6,3.5
224262,love and monsters,6,4.0
174727,good time,6,4.42
3156,bicentennial man,6,4.08
481,kalifornia,6,4.0
49278,déjà vu,6,4.0
471,"hudsucker proxy, the",6,3.83
3252,scent of a woman,6,2.83
93721,jiro dreams of sushi,6,3.0
3256,patriot games,6,3.67
93363,john carter,6,4.0
1673,boogie nights,6,2.75
227482,sightless,6,4.5
228563,news of the world,6,3.0
48600,one night with the king,6,3.25
3364,"asphalt jungle, the",6,3.92
231057,the dig,6,4.0
89904,the artist,6,4.25
39435,"legend of zorro, the",6,4.0
3489,hook,6,3.58
3639,"man with the golden gun, the",6,4.25
3681,for a few dollars more,6,3.67
7256,touching the void,6,4.83
236257,varsity show,6,4.0
3770,dreamscape,6,3.5
3786,but i'm a cheerleader,6,5.0
7323,"good bye, lenin!",6,4.75
273439,yeah right!,6,4.5
7258,"perfect score, the",6,4.0
502,"next karate kid, the",6,2.5
5577,igby goes down,6,4.0
5574,"transporter, the",6,3.0
68522,earth,6,5.0
6637,thrashin',6,3.5
6749,"prince and the pauper, the",6,4.5
6867,"station agent, the",6,5.0
98203,"twilight saga: breaking dawn - part 2, the",6,5.0
6879,runaway jury,6,2.0
286355,beau is afraid,6,4.0
6996,highlander ii: the quickening,6,2.0
143657,the invitation,6,4.75
216817,scoob!,6,3.0
7044,wild at heart,6,3.5
7059,national velvet,6,4.5
7101,doc hollywood,6,4.0
93855,god bless america,6,4.5
100498,"good day to die hard, a",6,2.5
215525,artemis fowl,6,2.0
233993,judas and the black messiah,6,4.33
1266,unforgiven,6,4.25
4902,"devil's backbone, the",6,3.5
184637,the ravenous,6,3.5
213990,i still believe,6,5.0
7255,win a date with tad hamilton!,6,5.0
36,dead man walking,6,4.25
4855,dirty harry,6,4.58
284489,creed iii,6,4.0
4734,jay and silent bob strike back,6,4.42
342,muriel's wedding,6,2.5
182819,father figures,6,4.0
7573,never say never again,6,4.25
7579,pride and prejudice,6,4.0
1226,"quiet man, the",6,4.5
118700,selma,6,3.33
180745,project: metalbeast,6,1.5
8456,investigation of a citizen above suspicion,6,3.75
116855,the way he looks,6,5.0
4133,masters of the universe,6,4.0
147252,the untold history of the united states,6,5.0
4019,finding forrester,6,4.25
4018,what women want,6,3.0
4008,born on the fourth of july,6,4.5
8810,avp: alien vs. predator,6,4.17
61167,henry poole is here,6,4.5
137234,hypnotized,6,4.5
120138,pk,6,4.0
8879,murder on the orient express,6,3.0
276897,don't worry darling,6,2.33
105213,don jon,6,3.75
3717,gone in 60 seconds,6,3.75
9010,love me if you dare,6,5.0
116138,leviathan,6,4.0
136485,robot chicken: star wars,6,4.5
181355,robot chicken: star wars episode ii,6,4.5
3633,on her majesty's secret service,6,3.5
1610,"hunt for red october, the",6,4.0
3504,network,6,4.83
3285,"beach, the",6,4.67
158238,the nice guys,6,4.17
3175,galaxy quest,6,3.25
282983,you people,6,3.5
90374,martha marcy may marlene,6,2.5
3089,bicycle thieves,6,4.08
255655,candyman,6,5.0
257037,drive my car,6,4.17
1377,batman returns,6,4.25
27850,"yes men, the",6,4.25
203244,shaft,6,4.5
2912,"limey, the",6,3.0
2710,"blair witch project, the",6,3.42
2613,night of the comet,6,3.5
260669,halloween kills,6,2.0
201354,machorka-muff,6,3.0
2495,"fantastic planet, the",6,4.08
2448,virus,6,3.0
108727,nymphomaniac: volume i,6,5.0
1220,"blues brothers, the",6,5.0
263973,house of gucci,6,3.42
1466,donnie brasco,6,4.42
97,hate,6,4.58
37741,capote,6,4.17
151597,racing extinction,6,5.0
1363,"preacher's wife, the",6,3.5
199073,captive state,6,2.0
41571,memoirs of a geisha,6,3.17
198673,into the dark: down,6,3.0
42176,"ear, the",6,4.0
2090,"rescuers, the",6,4.5
197343,escape room,6,3.42
2089,"rescuers down under, the",6,3.5
2088,popeye,6,3.5
2025,lolita,6,3.0
44974,hard candy,6,4.5
111778,tracks,6,4.0
162,crumb,6,3.67
1918,lethal weapon 4,6,4.67
1884,fear and loathing in las vegas,6,4.17
183497,the polka king,6,3.08
47868,ronja robbersdaughter,6,4.0
1801,"man in the iron mask, the",6,3.5
171607,bad girl,6,3.5
131724,the jinx: the life and deaths of robert durst,6,4.92
86911,"hangover part ii, the",6,2.67
194785,living in the future's past,6,4.5
1500,grosse pointe blank,6,4.5
193451,lords of chaos,6,3.0
129737,unfinished business,6,0.5
51698,"last mimzy, the",6,4.5
113829,"one i love, the",6,4.0
51931,reign over me,6,4.33
165551,lion,6,4.0
181357,robot chicken: star wars episode iii,6,4.5
161580,bad moms,6,2.5
188623,burning,6,3.75
82,antonia's line,6,3.0
175143,chasing coral,6,4.0
175179,bill nye: science guy,6,4.5
55814,"diving bell and the butterfly, the",6,3.5
160010,honesty: the truth about lies,6,4.5
74416,fish tank,6,4.5
74275,i love you phillip morris,6,4.5
1207,to kill a mockingbird,6,4.08
73276,"age of stupid, the",6,5.0
73042,alvin and the chipmunks: the squeakquel,6,5.0
57370,mad money,6,3.75
57504,"girl who leapt through time, the",6,4.17
57951,fool's gold,6,3.5
71264,cloudy with a chance of meatballs,6,3.67
58293,"10,000 bc",6,2.5
58295,"bank job, the",6,2.75
1101,top gun,6,3.25
58972,nim's island,6,4.0
114847,autómata,6,4.5
192649,my hero academia the movie: the two heroes,6,4.5
59784,kung fu panda,6,4.25
83613,cowboys & aliens,6,3.5
96588,pitch perfect,6,3.33
223204,the french dispatch,6,4.0
285593,guardians of the galaxy volume 3,6,4.0
192307,the meg,6,1.5
68959,fullmetal alchemist the movie: conqueror of shamballa,6,2.5
5970,my girl,6,3.5
5957,two weeks notice,6,5.0
225970,mank,6,3.17
201242,the perfection,6,3.5
6311,"other side of heaven, the",5,3.5
26064,"bad sleep well, the",5,2.0
88140,captain america: the first avenger,5,2.1
216745,the wrong missy,5,1.9
45068,mirage,5,4.5
3555,u-571,5,3.5
45106,american dreamz,5,3.5
141688,legend,5,4.5
7023,"wedding banquet, the",5,3.5
205509,the goldfinch,5,4.0
205955,memory: the origins of alien,5,3.5
252930,old,5,2.7
261,little women,5,5.0
1982,halloween,5,3.6
1951,oliver!,5,4.0
3671,blazing saddles,5,3.2
1936,mrs. miniver,5,3.5
1924,plan 9 from outer space,5,2.0
1010,"love bug, the",5,4.5
6332,"lizzie mcguire movie, the",5,3.0
46530,superman returns,5,2.0
3704,mad max beyond thunderdome,5,3.5
262,"little princess, a",5,4.0
5859,southern comfort,5,3.5
250830,léthé,5,4.0
3736,ace in the hole,5,4.3
285131,loving highsmith,5,3.5
1837,"odd couple ii, the",5,3.0
143647,an inspector calls,5,3.0
1831,lost in space,5,2.5
3742,battleship potemkin,5,3.6
3751,chicken run,5,4.2
1822,meet the deedles,5,2.5
596,pinocchio,5,4.0
1779,sphere,5,3.5
3783,croupier,5,3.5
286897,spider-man: across the spider-verse,5,4.5
6987,"cabinet of dr. caligari, the",5,3.5
187115,mannequin in red,5,3.9
249122,oxygen,5,3.0
277,miracle on 34th street,5,4.0
3994,unbreakable,5,3.4
208747,the good liar,5,2.5
1012,old yeller,5,3.0
112868,"signal, the",5,2.0
192315,slaughterhouse rulez,5,2.0
247252,caught by a wave,5,5.0
233095,palmer,5,4.5
84392,"lincoln lawyer, the",5,4.5
6803,phenomena,5,4.5
65359,earthsea,5,4.0
1757,fallen angels,5,4.5
168612,ghost in the shell,5,2.0
103984,"great beauty, the",5,3.9
64620,frost/nixon,5,4.4
246604,evangelion: 3.0+1.0 thrice upon a time,5,2.5
8501,"hitcher, the",5,3.0
281136,a czechoslovak fairy tale,5,3.5
4212,death on the nile,5,3.0
51063,trailer park boys: the movie,5,3.0
59995,boy a,5,4.5
5135,monsoon wedding,5,3.0
4270,"mummy returns, the",5,3.4
138118,call me,5,3.0
210573,the king's man,5,3.0
7943,"killers, the",5,4.0
166015,the african doctor,5,4.0
69529,home,5,5.0
103539,the spectacular now,5,3.8
5799,exodus,5,3.0
288353,god is a bullet,5,0.5
94799,sound of my voice,5,4.0
211490,friend request pending,5,4.0
4438,fist of fury,5,3.4
52287,meet the robinsons,5,4.0
65130,revolutionary road,5,4.3
129514,george carlin: it's bad for ya!,5,5.0
163555,ingrid bergman in her own words,5,3.0
185319,prospect,5,3.7
95088,safety not guaranteed,5,3.9
162602,the girl on the train,5,3.5
128620,victoria,5,4.5
327,tank girl,5,3.5
53464,fantastic four: rise of the silver surfer,5,2.0
117533,citizenfour,5,4.6
161348,the love witch,5,3.5
6040,darkness falls,5,1.0
7767,"best of youth, the",5,5.0
86408,welcome to the south,5,3.5
4535,"man from snowy river, the",5,4.0
7701,look who's talking too,5,2.5
54256,hot rod,5,3.8
7700,"wages of fear, the",5,4.0
275467,the gray man,5,2.0
1066,shall we dance,5,4.5
54768,daddy day camp,5,2.0
4638,jurassic park iii,5,3.5
7570,octopussy,5,4.2
7562,dobermann,5,3.7
4658,santa sangre,5,4.5
93326,this means war,5,4.0
77709,"sky crawlers, the",5,3.5
103017,the body,5,3.2
77496,night train to munich,5,3.5
6754,underworld,5,4.6
141544,turbo kid,5,4.0
345,"adventures of priscilla, queen of the desert, the",5,4.0
55280,lars and the real girl,5,4.8
76077,hot tub time machine,5,2.5
75805,"bounty hunter, the",5,5.0
97665,asterix & obelix: god save britannia,5,3.0
4814,don't say a word,5,1.5
102684,only god forgives,5,4.0
175367,the truth is in the stars,5,3.0
239042,stump the guesser,5,4.0
6379,wrong turn,5,3.0
143355,wonder woman,5,4.0
5478,eight legged freaks,5,3.0
96367,hit and run,5,5.0
158611,the weight of chains,5,4.5
288571,blue beetle,5,4.0
73778,"story of a cheat, the",5,3.0
6832,regarding henry,5,3.5
226280,pg,5,3.0
7225,pumping iron,5,4.0
6242,ringu,5,4.0
4954,ocean's eleven,5,4.0
57274,[rec],5,4.2
4957,sudden impact,5,3.0
2429,mighty joe young,5,2.5
150254,the devil's candy,5,4.5
134170,kung fury,5,4.5
6251,piglet's big movie,5,3.5
33639,mad hot ballroom,5,3.0
910,some like it hot,5,2.0
7164,peter pan,5,3.5
289695,between the shadows,5,4.0
192265,the witch: part 1. the subversion,5,4.0
226888,the dark and the wicked,5,4.0
2325,orgazmo,5,2.5
98019,vexille,5,3.5
88932,final destination 5,5,4.5
2501,october sky,5,4.5
187613,the kissing booth,5,4.5
2597,lost & found,5,1.5
2607,get real,5,4.5
32017,"pacifier, the",5,4.6
215229,trolls world tour,5,2.5
2263,"seventh sign, the",5,5.0
201811,yesterday,5,3.0
31878,kung fu hustle,5,4.9
2248,say anything...,5,4.0
65181,nobel son,5,3.5
2639,mommie dearest,5,2.0
2691,"legend of 1900, the",5,4.0
2829,"muse, the",5,3.0
106916,american hustle,5,3.3
110675,in your eyes,5,2.5
2194,"untouchables, the",5,3.8
202421,rim of the world,5,4.0
62,mr. holland's opus,5,4.0
191799,extinction,5,2.5
257637,kate,5,4.0
229,death and the maiden,5,4.5
2153,"avengers, the",5,2.0
257387,the innocents,5,4.0
106540,delivery man,5,4.0
27797,"man who copied, the",5,4.5
40629,pride & prejudice,5,4.2
159061,the wailing,5,5.0
101283,"incredible burt wonderstone, the",5,4.0
40870,c.r.a.z.y.,5,3.0
223310,the wife of a spy,5,3.5
5943,maid in manhattan,5,3.5
3088,harvey,5,4.0
142420,high rise,5,3.0
135534,krampus,5,4.0
3105,awakenings,5,5.0
204646,the man from majorca,5,3.5
832,ransom,5,1.5
26540,demons,5,4.0
94401,if a tree falls: a story of the earth liberation front,5,5.0
3330,splendor in the grass,5,5.0
26222,dodes'ka-den,5,5.0
136016,the good dinosaur,5,3.9
58315,"love guru, the",5,3.0
58376,zeitgeist: the movie,5,5.0
3397,"great muppet caper, the",5,5.0
42958,little manhattan,5,4.5
71205,jennifer's body,5,4.5
94769,"rose seller, the",5,3.5
3415,"mirror, the",5,4.5
3418,thelma & louise,5,3.8
205473,bait,5,4.5
2085,101 dalmatians,5,4.5
2082,"mighty ducks, the",5,4.5
111362,x-men: days of future past,5,4.0
88179,one day,5,4.5
26084,"music man, the",5,4.5
199430,svaha : the sixth finger,5,4.0
175165,what the health,5,5.0
449,fear of a black hat,5,4.0
2084,newsies,5,4.5
200110,the dirt,5,3.8
2087,peter pan,5,4.5
942,laura,5,4.5
143476,where to invade next,5,4.6
200372,knight rider 2000,5,3.0
216,billy madison,5,4.1
2935,"lady eve, the",5,3.9
918,meet me in st. louis,5,3.0
2139,"secret of nimh, the",5,5.0
142509,hardcore henry,5,2.0
902,breakfast at tiffany's,5,2.8
1234,"sting, the",5,4.5
2142,"american tail: fievel goes west, an",5,3.5
6385,whale rider,5,4.2
275079,chip 'n dale: rescue rangers,5,4.0
2947,goldfinger,5,2.3
202155,the art of self-defense,5,5.0
37736,oliver twist,5,3.5
176603,the snowman,5,2.0
27273,crane world,5,4.0
3292,"big combo, the",5,3.5
34271,hustle & flow,5,4.7
1507,paradise road,5,3.5
720,wallace & gromit: the best of aardman animation,5,5.0
265446,"paris, 13th district",5,4.0
140329,hairbrained,5,1.0
204268,rambo: last blood,5,2.3
33288,kes,5,4.9
102033,pain & gain,5,4.7
100737,snitch,5,4.5
2174,beetlejuice,5,3.9
5276,crimes of passion,5,3.5
4822,max keeble's big move,5,2.5
99145,"impossible, the",5,4.0
6548,bad boys ii,5,5.0
55106,design for living,5,3.5
709,oliver & company,5,3.0
3063,poison ivy,5,3.0
183981,cooley high,5,5.0
206158,the beginning and end of the universe,5,4.5
3624,shanghai noon,5,4.5
227282,the c word,5,5.0
3081,sleepy hollow,5,3.0
2231,rounders,5,3.5
69856,mélo,5,3.0
206397,eternity,5,2.0
27317,audition,5,3.1
4794,opera,5,4.5
134947,dirt! the movie,5,4.5
2296,"night at the roxbury, a",5,1.2
54272,"simpsons movie, the",5,3.0
127311,the forbidden room,5,3.0
6695,jeepers creepers 2,5,3.9
53993,evan almighty,5,2.3
124909,hollywood hotel,5,4.0
1190,tie me up! tie me down!,5,3.6
2398,miracle on 34th street,5,4.5
33815,"perfect man, the",5,3.5
91974,underworld: awakening,5,3.8
2462,texas chainsaw massacre: the next generation,5,2.0
48304,apocalypto,5,3.7
83369,"way back, the",5,4.0
7285,thirteen,5,3.5
3974,"little vampire, the",5,2.5
30816,"phantom of the opera, the",5,4.4
80860,life as we know it,5,3.5
243066,the art of losing,5,4.5
208939,klaus,5,4.4
173275,lana del rey: the greatest story never told,5,5.0
184023,unsane,5,4.0
209173,a beautiful day in the neighborhood,5,3.2
2506,"other sister, the",5,3.0
282835,65,5,2.5
80350,vampires suck,5,3.0
209497,the vast of night,5,4.5
1148,wallace & gromit: the wrong trousers,5,3.8
46723,babel,5,4.7
80126,"american, the",5,3.8
3098,"natural, the",5,4.0
