f.genres,f.movieid,m.title,average_rating
Comedy|Drama|Romance,5617,secretary,4.53
Comedy|Drama|Romance,48744,shortbus,4.5
Comedy|Drama|Romance,3210,fast times at ridgemont high,4.5
Comedy|Drama|Romance,96314,celeste and jesse forever,4.5
Comedy|Drama|Romance,188785,gewoon vrienden,4.5
Comedy|Drama|Romance,218621,new year's gift,4.5
Comedy|Drama|Romance,838,emma,4.5
Comedy|Drama|Romance,5145,loves of a blonde,4.5
Comedy|Drama|Romance,6370,"spanish apartment, the",4.5
Comedy|Drama|Romance,74275,i love you phillip morris,4.5
Comedy|Drama|Romance,55705,secret sunshine,4.5
Comedy|Drama|Romance,26208,my night at maud's,4.5
Comedy|Drama|Romance,4023,"family man, the",4.5
Comedy|Drama|Romance,8529,"terminal, the",4.37
Comedy|Drama|Romance,3462,modern times,4.3
Comedy|Drama|Romance,89904,the artist,4.25
Comedy|Drama|Romance,94959,moonrise kingdom,4.19
Comedy|Drama|Romance,7352,wilbur wants to kill himself,4.14
Comedy|Drama|Romance,539,sleepless in seattle,4.14
Comedy|Drama|Romance,56367,juno,4.09
Comedy|Drama|Romance,62434,zack and miri make a porno,4.06
Comedy|Drama|Romance,3481,high fidelity,4.05
Comedy|Drama|Romance,25850,holiday,4.0
Comedy|Drama|Romance,113829,"one i love, the",4.0
Comedy|Drama|Romance,116441,heart of a lion,4.0
Comedy|Drama|Romance,6241,pauline at the beach,4.0
Comedy|Drama|Romance,58,"postman, the",4.0
Comedy|Drama|Romance,70293,julie & julia,4.0
Comedy|Drama|Romance,6993,hannah and her sisters,4.0
Comedy|Drama|Romance,104863,what if,4.0
Comedy|Drama|Romance,7579,pride and prejudice,4.0
Comedy|Drama|Romance,8969,bridget jones: the edge of reason,4.0
Comedy|Drama|Romance,25805,"atalante, l'",4.0
Comedy|Drama|Romance,157222,a boyfriend for my wife,4.0
Comedy|Drama|Romance,898,"philadelphia story, the",4.0
Comedy|Drama|Romance,54276,no reservations,4.0
Comedy|Drama|Romance,70183,"ugly truth, the",4.0
Comedy|Drama|Romance,1639,chasing amy,4.0
Comedy|Drama|Romance,2248,say anything...,4.0
Comedy|Drama|Romance,103606,stuck in love,4.0
Comedy|Drama|Romance,223204,the french dispatch,4.0
Comedy|Drama|Romance,1236,trust,4.0
Comedy|Drama|Romance,6765,under the tuscan sun,4.0
Comedy|Drama|Romance,164909,la la land,3.99
Comedy|Drama|Romance,1895,can't hardly wait,3.93
Comedy|Drama|Romance,3307,city lights,3.91
Comedy|Drama|Romance,66203,he's just not that into you,3.89
Comedy|Drama|Romance,6711,lost in translation,3.86
Comedy|Drama|Romance,103539,the spectacular now,3.8
Comedy|Drama|Romance,105213,don jon,3.75
Comedy|Drama|Romance,1247,"graduate, the",3.75
Comedy|Drama|Romance,88163,"crazy, stupid, love.",3.72
Comedy|Drama|Romance,5902,adaptation,3.67
Comedy|Drama|Romance,66665,away we go,3.6
Comedy|Drama|Romance,53318,cashback,3.54
Comedy|Drama|Romance,33815,"perfect man, the",3.5
Comedy|Drama|Romance,49284,10 items or less,3.5
Comedy|Drama|Romance,11,"american president, the",3.5
Comedy|Drama|Romance,54780,"nanny diaries, the",3.5
Comedy|Drama|Romance,55267,dan in real life,3.5
Comedy|Drama|Romance,7149,something's gotta give,3.5
Comedy|Drama|Romance,5970,my girl,3.5
Comedy|Drama|Romance,87522,larry crowne,3.5
Comedy|Drama|Romance,109853,barefoot,3.5
Comedy|Drama|Romance,218615,hormones,3.5
Comedy|Drama|Romance,7023,"wedding banquet, the",3.5
Comedy|Drama|Romance,7136,stolen kisses,3.5
Comedy|Drama|Romance,8784,garden state,3.5
Comedy|Drama|Romance,25839,nothing sacred,3.5
Comedy|Drama|Romance,31374,hobson's choice,3.5
Comedy|Drama|Romance,33145,"lot like love, a",3.5
Comedy|Drama|Romance,4994,"majestic, the",3.5
Comedy|Drama|Romance,50685,waitress,3.5
Comedy|Drama|Romance,82167,love and other drugs,3.5
Comedy|Drama|Romance,95309,seeking a friend for the end of the world,3.5
Comedy|Drama|Romance,134528,aloha,3.5
Comedy|Drama|Romance,909,"apartment, the",3.5
Comedy|Drama|Romance,198537,a useful life,3.5
Comedy|Drama|Romance,159415,swiss army man,3.38
Comedy|Drama|Romance,2396,shakespeare in love,3.33
Comedy|Drama|Romance,7366,jersey girl,3.2
Comedy|Drama|Romance,4246,bridget jones's diary,3.19
Comedy|Drama|Romance,5673,punch-drunk love,3.17
Comedy|Drama|Romance,6942,love actually,3.04
Comedy|Drama|Romance,103027,much ado about nothing,3.0
Comedy|Drama|Romance,27808,spanglish,3.0
Comedy|Drama|Romance,4205,mermaids,3.0
Comedy|Drama|Romance,82499,how do you know,3.0
Comedy|Drama|Romance,4062,mystic pizza,3.0
Comedy|Drama|Romance,2506,"other sister, the",3.0
Comedy|Drama|Romance,94,beautiful girls,3.0
Comedy|Drama|Romance,6837,love affair,3.0
Comedy|Drama|Romance,71027,"good marriage, a",3.0
Comedy|Drama|Romance,73117,marriage italian style,3.0
Comedy|Drama|Romance,2145,pretty in pink,3.0
Comedy|Drama|Romance,52668,in the land of women,3.0
Comedy|Drama|Romance,164139,freelance,3.0
Comedy|Drama|Romance,69757, days of summer,2.96
Comedy|Drama|Romance,8949,sideways,2.63
Comedy|Drama|Romance,73266,youth in revolt,2.5
Comedy|Drama|Romance,58047,"definitely, maybe",2.5
Comedy|Drama|Romance,25764,"cameraman, the",2.5
Comedy|Drama|Romance,5969,my girl 2,2.5
Comedy|Drama|Romance,81784,morning glory,2.5
Comedy|Drama|Romance,49130,"good year, a",2.31
Comedy|Drama|Romance,3531,all the vermeers in new york,2.0
Comedy|Drama|Romance,5451,pumpkin,2.0
Comedy|Drama|Romance,3825,coyote ugly,2.0
Comedy|Drama|Romance,74754,"room, the",1.73
Comedy|Drama|Romance,56941,p.s. i love you,1.5
Comedy|Drama|Romance,4736,summer catch,1.5
Comedy|Drama|Romance,71325,love happens,1.5
Comedy|Drama|Romance,6266,what a girl wants,1.0
Comedy|Drama|Romance,86817,something borrowed,0.5
Comedy|Drama|Romance,50792,catch and release,0.5
Comedy|Drama|Romance|Sci-Fi,120392,comet,4.0
Comedy|Drama|Romance|Sci-Fi,27420,teknolust,3.0
Comedy|Drama|Romance|Sci-Fi,287633,asteroid city,2.6
Comedy|Drama|Romance|War,48032,"tiger and the snow, the",5.0
Comedy|Drama|Romance|War,356,forrest gump,4.67
Comedy|Drama|Romance|War,2324,life is beautiful,4.18
Comedy|Drama|Sci-Fi,1682,"truman show, the",4.85
Comedy|Drama|Sci-Fi,96655,robot & frank,4.5
Comedy|Drama|Sci-Fi,263407,don't look up,3.85
Comedy|Drama|Thriller,116897,wild tales,4.93
Comedy|Drama|Thriller,276087,vengeance,4.5
Comedy|Drama|Thriller,41716,"matador, the",4.5
Comedy|Drama|Thriller,105835,"double, the",4.15
Comedy|Drama|Thriller,91128,"rum diary, the",4.0
Comedy|Drama|Thriller,145150,the dressmaker,3.5
Comedy|Drama|Thriller,319,shallow grave,3.5
Comedy|Drama|Thriller,202325,the whistlers,3.0
Comedy|Drama|Thriller,8330,our man in havana,3.0
Comedy|Drama|War,26158,closely watched trains,5.0
Comedy|Drama|War,5060,m*a*s*h,5.0
Comedy|Drama|War,665,underground,4.5
Comedy|Drama|War,135504,little boy,4.5
Comedy|Drama|War,3448,"good morning, vietnam",4.17
Comedy|Drama|War,946,to be or not to be,4.0
Comedy|Drama|War,56788,charlie wilson's war,4.0
Comedy|Drama|War,214366,kalabaliken i bender,3.5
Comedy|Drama|War,279306,the greatest beer run ever,3.0
Comedy|Drama|War,30701,chimes at midnight,2.5
Comedy|Drama|Western,193944,the ballad of buster scruggs,3.68
Comedy|Fantasy,49013,"santa clause 3: the escape clause, the",5.0
Comedy|Fantasy,261275,ghostbusters: afterlife,5.0
Comedy|Fantasy,3088,harvey,4.0
Comedy|Fantasy,239042,stump the guesser,4.0
Comedy|Fantasy,204710,extra ordinary.,4.0
Comedy|Fantasy,2174,beetlejuice,3.9
Comedy|Fantasy,1278,young frankenstein,3.63
Comedy|Fantasy,178891,when the cat comes,3.5
Comedy|Fantasy,95441,ted,3.5
Comedy|Fantasy,74698,tooth fairy,3.11
Comedy|Fantasy,1126,drop dead fred,2.5
Comedy|Fantasy,53993,evan almighty,2.3
Comedy|Fantasy,7036,teen wolf,2.0
Comedy|Fantasy,62586,"american carol, an",0.5
Comedy|Fantasy,200326,little,0.5
Comedy|Fantasy|Horror,99437,john dies at the end,4.14
Comedy|Fantasy|Horror,135534,krampus,4.0
Comedy|Fantasy|Horror,1241,dead alive,3.64
Comedy|Fantasy|Horror,50641,house,3.63
Comedy|Fantasy|Horror,196381,leprechaun returns,1.0
Comedy|Fantasy|Horror|Musical|Thriller,4789,phantom of the paradise,4.0
Comedy|Fantasy|Mystery,46967,scoop,3.5
Comedy|Fantasy|Romance,58347,penelope,5.0
Comedy|Fantasy|Romance,95873,ruby sparks,4.5
Comedy|Fantasy|Romance,25750,sherlock jr.,4.5
Comedy|Fantasy|Romance,36525,just like heaven,4.5
Comedy|Fantasy|Romance,1265,groundhog day,4.17
Comedy|Fantasy|Romance,7444,13 going on 30,4.1
Comedy|Fantasy|Romance,25891,heaven can wait,4.0
Comedy|Fantasy|Romance,32917,boccaccio '70,3.5
Comedy|Fantasy|Romance,86882,midnight in paris,3.39
Comedy|Fantasy|Romance,4890,shallow hal,3.18
Comedy|Fantasy|Romance,33836,bewitched,2.86
Comedy|Fantasy|Romance,3087,scrooged,2.83
Comedy|Fantasy|Romance|Sci-Fi,788,"nutty professor, the",2.5
Comedy|Fantasy|Sci-Fi,2134,weird science,4.0
Comedy|Fantasy|Sci-Fi,155976,kryptonita,4.0
Comedy|Fantasy|Sci-Fi,188189,sorry to bother you,3.5
Comedy|Horror,137563,stung,5.0
Comedy|Horror,95237,detention,5.0
Comedy|Horror,183151,anna and the apocalypse,4.5
Comedy|Horror,3693,"toxic avenger, the",4.5
Comedy|Horror,138202,burying the ex,4.5
Comedy|Horror,222907,the babysitter: killer queen,4.5
Comedy|Horror,2004,gremlins 2: the new batch,4.5
Comedy|Horror,2003,gremlins,4.33
Comedy|Horror,8874,shaun of the dead,4.3
Comedy|Horror,115122,what we do in the shadows,4.28
Comedy|Horror,83134,tucker & dale vs evil,4.19
Comedy|Horror,207367,little monsters,4.0
Comedy|Horror,68952,drag me to hell,4.0
Comedy|Horror,174031,patchwork,4.0
Comedy|Horror,279812,the menu,3.88
Comedy|Horror,2699,arachnophobia,3.69
Comedy|Horror,251890,the house next door: meet the blacks 2,3.5
Comedy|Horror,140523,"visit, the",3.5
Comedy|Horror,193395,slice,3.5
Comedy|Horror,252214,werewolves within,3.5
Comedy|Horror,202519,child's play,3.5
Comedy|Horror,201008,i'm just f*cking with you,3.5
Comedy|Horror,3785,scary movie,3.44
Comedy|Horror,200938,the dead don't die,3.11
Comedy|Horror,192999,blood fest,3.0
Comedy|Horror,8967,seed of chucky,3.0
Comedy|Horror,2747,"little shop of horrors, the",3.0
Comedy|Horror,179285,tragedy girls,3.0
Comedy|Horror,89030,fright night,2.89
Comedy|Horror,57421,hatchet,2.5
Comedy|Horror,51207,street trash,2.5
Comedy|Horror,177287,little evil,2.25
Comedy|Horror,2606,idle hands,2.0
Comedy|Horror,192315,slaughterhouse rulez,2.0
Comedy|Horror,6888,scary movie 3,2.0
Comedy|Horror,4532,return of the living dead part ii,2.0
Comedy|Horror,179497,boo 2! a madea halloween,1.0
Comedy|Horror,12,dracula: dead and loving it,1.0
Comedy|Horror|Musical|Sci-Fi,2657,"rocky horror picture show, the",3.94
Comedy|Horror|Mystery|Thriller,88380,dylan dog: dead of night,5.0
Comedy|Horror|Mystery|Thriller,1407,scream,4.67
Comedy|Horror|Mystery|Thriller,1717,scream 2,4.0
Comedy|Horror|Romance,99007,warm bodies,3.53
Comedy|Horror|Romance|Thriller,149830,pride and prejudice and zombies,4.0
Comedy|Horror|Sci-Fi,26629,killer klowns from outer space,5.0
Comedy|Horror|Sci-Fi,7846,tremors 3: back to perfection,4.5
Comedy|Horror|Sci-Fi,7845,tremors ii: aftershocks,4.5
Comedy|Horror|Sci-Fi,4533,"return of the living dead, the",4.28
Comedy|Horror|Sci-Fi,6659,tremors,4.11
Comedy|Horror|Sci-Fi,3018,re-animator,3.75
Comedy|Horror|Sci-Fi,2613,night of the comet,3.5
Comedy|Horror|Sci-Fi,1255,bad taste,0.5
Comedy|Horror|Sci-Fi|Thriller,71205,jennifer's body,4.5
Comedy|Horror|Sci-Fi|Thriller,93840,"cabin in the woods, the",4.0
Comedy|Horror|Thriller,118252,all cheerleaders die,5.0
Comedy|Horror|Thriller,166777,the greasy strangler,5.0
Comedy|Horror|Thriller,71500,trick 'r treat,4.59
Comedy|Horror|Thriller,1321,"american werewolf in london, an",4.5
Comedy|Horror|Thriller,204704,ready or not,4.02
Comedy|Horror|Thriller,2867,fright night,4.0
Comedy|Horror|Thriller,2315,bride of chucky,3.5
Comedy|Horror|Thriller,1993,child's play 3,3.0
Comedy|Horror|Thriller,4128,"lost boys, the",2.88
Comedy|Horror|Thriller,53468,fido,1.83
Comedy|Musical,71416,hellzapoppin',4.5
Comedy|Musical,2301,history of the world: part i,4.5
Comedy|Musical,69169,"song is born, a",4.0
Comedy|Musical,6568,camp,3.5
Comedy|Musical,56805,walk hard: the dewey cox story,3.5
Comedy|Musical,8542,"day at the races, a",3.5
Comedy|Musical,3061,holiday inn,3.5
Comedy|Musical,96588,pitch perfect,3.33
Comedy|Musical,46869,dames,3.0
Comedy|Musical,6863,school of rock,2.0
Comedy|Musical|Romance,3675,white christmas,5.0
Comedy|Musical|Romance,899,singin' in the rain,4.62
Comedy|Musical|Romance,1066,shall we dance,4.5
Comedy|Musical|Romance,7055,swing time,4.5
Comedy|Musical|Romance,945,top hat,4.5
Comedy|Musical|Romance,6183,pillow talk,4.3
Comedy|Musical|Romance,60397,mamma mia!,4.0
Comedy|Musical|Romance,1380,grease,3.88
Comedy|Musical|Romance,6358,kiss me kate,3.5
Comedy|Musical|Romance,5168,royal wedding,3.5
Comedy|Musical|Romance,58509,sun valley serenade,3.5
Comedy|Musical|Romance,6739,at war with the army,3.5
Comedy|Musical|Romance,8694,you were never lovelier,3.5
Comedy|Musical|Romance,70157,"gang's all here, the",2.5
Comedy|Musical|Romance,6357,high society,2.0
Comedy|Musical|Romance|Western,6785,seven brides for seven brothers,5.0
Comedy|Musical|War,1256,duck soup,5.0
Comedy|Musical|Western,4709,paint your wagon,5.0
Comedy|Mystery,5167,my favorite brunette,3.5
Comedy|Mystery,4562,without a clue,3.5
Comedy|Mystery|Sci-Fi,288861,they cloned tyrone,2.0
Comedy|Mystery|Thriller,1269,arsenic and old lace,3.5
Comedy|Romance,440,dave,5.0
Comedy|Romance,54004,i now pronounce you chuck and larry,5.0
Comedy|Romance,44004,failure to launch,5.0
Comedy|Romance,47122,john tucker must die,5.0
Comedy|Romance,162590,bridget jones's baby,5.0
Comedy|Romance,2572,10 things i hate about you,5.0
Comedy|Romance,115667,"love, rosie",5.0
Comedy|Romance,5957,two weeks notice,5.0
Comedy|Romance,110771,"other woman, the",5.0
Comedy|Romance,44193,she's the man,5.0
Comedy|Romance,7255,win a date with tad hamilton!,5.0
Comedy|Romance,62718,"angus, thongs and perfect snogging",5.0
Comedy|Romance,114762,two night stand,5.0
Comedy|Romance,951,his girl friday,4.79
Comedy|Romance,8808,"princess diaries 2: royal engagement, the",4.75
Comedy|Romance,69406,"proposal, the",4.68
Comedy|Romance,52245,blades of glory,4.67
Comedy|Romance,207311,last christmas,4.63
Comedy|Romance,1307,when harry met sally...,4.58
Comedy|Romance,285597,rye lane,4.5
Comedy|Romance,187613,the kissing booth,4.5
Comedy|Romance,7450,laws of attraction,4.5
Comedy|Romance,5454,mo' money,4.5
Comedy|Romance,147016,the surprise,4.5
Comedy|Romance,124119,love is a ball,4.5
Comedy|Romance,69604,whatever works,4.5
Comedy|Romance,6254,"awful truth, the",4.5
Comedy|Romance,59725,sex and the city,4.5
Comedy|Romance,1569,my best friend's wedding,4.5
Comedy|Romance,59220,outsourced,4.5
Comedy|Romance,2485,she's all that,4.5
Comedy|Romance,6155,how to lose a guy in 10 days,4.44
Comedy|Romance,4447,legally blonde,4.42
Comedy|Romance,4973,amelie,4.39
Comedy|Romance,67788,confessions of a shopaholic,4.36
Comedy|Romance,198157,a rainy day in new york,4.36
Comedy|Romance,4992,kate & leopold,4.33
Comedy|Romance,947,my man godfrey,4.3
Comedy|Romance,1257,better off dead...,4.25
Comedy|Romance,4823,serendipity,4.25
Comedy|Romance,31685,hitch,4.2
Comedy|Romance,90576,what's your number?,4.19
Comedy|Romance,2671,notting hill,4.15
Comedy|Romance,7293,50 first dates,4.14
Comedy|Romance,25827,mr. deeds goes to town,4.13
Comedy|Romance,497,much ado about nothing,4.04
Comedy|Romance,3072,moonstruck,4.0
Comedy|Romance,74450,valentine's day,4.0
Comedy|Romance,5303,joe versus the volcano,4.0
Comedy|Romance,180,mallrats,4.0
Comedy|Romance,7101,doc hollywood,4.0
Comedy|Romance,1453,"beautician and the beast, the",4.0
Comedy|Romance,70663,"i love you, beth cooper",4.0
Comedy|Romance,7375,"prince & me, the",4.0
Comedy|Romance,73319,leap year,4.0
Comedy|Romance,39,clueless,4.0
Comedy|Romance,111622,begin again,4.0
Comedy|Romance,231153,the fiancés of the bridge mac donald,4.0
Comedy|Romance,164135,bangkok traffic love story,4.0
Comedy|Romance,8643,"cinderella story, a",4.0
Comedy|Romance,73015,it's complicated,4.0
Comedy|Romance,134393,trainwreck,4.0
Comedy|Romance,4489,coming to america,4.0
Comedy|Romance,1188,strictly ballroom,4.0
Comedy|Romance,8623,roxanne,4.0
Comedy|Romance,218617,seasons change,4.0
Comedy|Romance,124909,hollywood hotel,4.0
Comedy|Romance,187723,set it up,4.0
Comedy|Romance,5299,my big fat greek wedding,3.95
Comedy|Romance,357,four weddings and a funeral,3.95
Comedy|Romance,35836,"40-year-old virgin, the",3.95
Comedy|Romance,53974,license to wed,3.9
Comedy|Romance,2935,"lady eve, the",3.9
Comedy|Romance,1923,there's something about mary,3.87
Comedy|Romance,186,nine months,3.86
Comedy|Romance,2724,runaway bride,3.83
Comedy|Romance,2581,never been kissed,3.77
Comedy|Romance,88405,friends with benefits,3.72
Comedy|Romance,80549,easy a,3.71
Comedy|Romance,2706,american pie,3.68
Comedy|Romance,168326,the big sick,3.67
Comedy|Romance,49286,"holiday, the",3.59
Comedy|Romance,1777,"wedding singer, the",3.56
Comedy|Romance,50954,it's a boy girl thing,3.56
Comedy|Romance,79590,"rebound, the",3.5
Comedy|Romance,6873,intolerable cruelty,3.5
Comedy|Romance,218195,let's make a dream,3.5
Comedy|Romance,123431,three guys named mike,3.5
Comedy|Romance,55106,design for living,3.5
Comedy|Romance,5943,maid in manhattan,3.5
Comedy|Romance,64930,"more the merrier, the",3.5
Comedy|Romance,80864,you will meet a tall dark stranger,3.5
Comedy|Romance,217057,atm,3.5
Comedy|Romance,2424,you've got mail,3.5
Comedy|Romance,289,only you,3.5
Comedy|Romance,80860,life as we know it,3.5
Comedy|Romance,83619,just like me,3.5
Comedy|Romance,100150,"color wheel, the",3.5
Comedy|Romance,111680,at middleton,3.5
Comedy|Romance,282983,you people,3.5
Comedy|Romance,157232,"it's not you, it's me",3.5
Comedy|Romance,145307,strictly business,3.5
Comedy|Romance,26225,claire's knee,3.5
Comedy|Romance,145058,pee mak phrakanong,3.5
Comedy|Romance,51084,music and lyrics,3.5
Comedy|Romance,4603,her alibi,3.5
Comedy|Romance,4287,paris when it sizzles,3.5
Comedy|Romance,597,pretty woman,3.5
Comedy|Romance,56949,27 dresses,3.42
Comedy|Romance,34336,must love dogs,3.33
Comedy|Romance,59333,made of honor,3.33
Comedy|Romance,2805,mickey blue eyes,3.29
Comedy|Romance,58998,forgetting sarah marshall,3.29
Comedy|Romance,905,it happened one night,3.25
Comedy|Romance,7346,"girl next door, the",3.23
Comedy|Romance,339,while you were sleeping,3.22
Comedy|Romance,33499,monster-in-law,3.21
Comedy|Romance,85367,just go with it,3.2
Comedy|Romance,34162,wedding crashers,3.13
Comedy|Romance,59421,what happens in vegas...,3.07
Comedy|Romance,4798,indiscreet,3.0
Comedy|Romance,5135,monsoon wedding,3.0
Comedy|Romance,4141,head over heels,3.0
Comedy|Romance,3422,she's gotta have it,3.0
Comedy|Romance,6367,down with love,3.0
Comedy|Romance,40581,just friends,3.0
Comedy|Romance,58162,run fatboy run,3.0
Comedy|Romance,60737,watching the detectives,3.0
Comedy|Romance,191233,i fine..thank you..love you,3.0
Comedy|Romance,3,grumpier old men,3.0
Comedy|Romance,201811,yesterday,3.0
Comedy|Romance,5449,mr. deeds,3.0
Comedy|Romance,4639,america's sweethearts,3.0
Comedy|Romance,4018,what women want,3.0
Comedy|Romance,807,rendezvous in paris,3.0
Comedy|Romance,2205,mr. & mrs. smith,3.0
Comedy|Romance,2843,"black cat, white cat",3.0
Comedy|Romance,65585,bride wars,3.0
Comedy|Romance,1230,annie hall,2.75
Comedy|Romance,94266,"five-year engagement, the",2.5
Comedy|Romance,78264,"back-up plan, the",2.5
Comedy|Romance,276,milk money,2.5
Comedy|Romance,50806,norbit,2.5
Comedy|Romance,5620,sweet home alabama,2.5
Comedy|Romance,115417,"presentation, or charlotte and her steak",2.5
Comedy|Romance,8614,overboard,2.5
Comedy|Romance,1821,"object of my affection, the",2.5
Comedy|Romance,8799,little black book,2.5
Comedy|Romance,7701,look who's talking too,2.5
Comedy|Romance,4621,look who's talking,2.5
Comedy|Romance,32298,guess who,2.5
Comedy|Romance,109483,that awkward moment,2.0
Comedy|Romance,80241,going the distance,2.0
Comedy|Romance,7173,along came polly,2.0
Comedy|Romance,69253,new in town,2.0
Comedy|Romance,216745,the wrong missy,1.9
Comedy|Romance,186005,book club,1.5
Comedy|Romance,2597,lost & found,1.5
Comedy|Romance,2144,sixteen candles,1.5
Comedy|Romance,288269,no hard feelings,1.5
Comedy|Romance,43919,date movie,0.5
Comedy|Romance|Sci-Fi,133771,the lobster,4.0
Comedy|Romance|Sci-Fi|Thriller,65899,12:01,4.0
Comedy|Romance|Thriller,7826,"secret life of walter mitty, the",4.0
Comedy|Romance|War,26491,to be or not to be,4.5
Comedy|Sci-Fi,181355,robot chicken: star wars episode ii,4.5
Comedy|Sci-Fi,177213,max headroom - 20 minutes into the future,4.5
Comedy|Sci-Fi,258001,beyond the infinite two minutes,4.5
Comedy|Sci-Fi,181357,robot chicken: star wars episode iii,4.5
Comedy|Sci-Fi,1965,repo man,4.36
Comedy|Sci-Fi,71106,frequently asked questions about time travel,4.0
Comedy|Sci-Fi,435,coneheads,4.0
Comedy|Sci-Fi,2407,cocoon,4.0
Comedy|Sci-Fi,3033,spaceballs,3.79
Comedy|Sci-Fi,5604,"man in the white suit, the",3.5
Comedy|Sci-Fi,256,junior,3.43
Comedy|Sci-Fi,4343,evolution,3.0
Comedy|Sci-Fi,228791,guardians of the galaxy: inferno,3.0
Comedy|Sci-Fi,76077,hot tub time machine,2.5
Comedy|Sci-Fi,2136,"nutty professor, the",2.0
Comedy|Sci-Fi|Thriller,257755,friend of the world,4.5
Comedy|Sci-Fi|Thriller,41974,"ambushers, the",3.5
Comedy|Thriller,187125,head above water,5.0
Comedy|Thriller,7419,after hours,4.13
Comedy|Thriller,26386,high anxiety,4.0
Comedy|Thriller,148372,schneider vs. bax,3.0
Comedy|Thriller,784,"cable guy, the",2.4
Comedy|War,69489,how i unleashed world war ii,4.5
Comedy|War,178769,the good soldier švejk,4.5
Comedy|War,750,dr. strangelove or: how i learned to stop worrying and love the bomb,4.17
Comedy|War,205156,jojo rabbit,4.11
Comedy|War,1078,bananas,3.75
Comedy|War,3022,"general, the",3.55
Comedy|War,1663,stripes,3.5
Comedy|War,1445,mchale's navy,3.0
Comedy|War,157,canadian bacon,3.0
Comedy|Western,111743,a million ways to die in the west,4.0
Comedy|Western,26101,mclintock!,3.5
Comedy|Western,3671,blazing saddles,3.2
Comedy|Western,3133,go west,3.0
Comedy|Western,2478,¡three amigos!,3.0
Comedy|Western,72626,"billy blazes, esq.",2.5
Crime,59418,"american crime, an",4.5
Crime,230277,cracker,4.0
Crime,196769,incident by a bank,3.5
Crime,278386,"mord, lilla vän",3.5
Crime,132832,the chase,3.5
Crime,66691,thick as thieves,3.23
Crime,281974,when darkness falls,3.0
Crime,171925,hounds of love,2.5
Crime|Documentary,184257,making a murderer,3.0
Crime|Documentary,6869,bus 174,2.0
Crime|Drama,3328,ghost dog: the way of the samurai,5.0
Crime|Drama,184903,joy road,5.0
Crime|Drama,27592,sympathy for mr. vengeance,5.0
Crime|Drama,3198,papillon,5.0
Crime|Drama,290,once were warriors,5.0
Crime|Drama,84844,brother 2,5.0
Crime|Drama,4371,baby boy,5.0
Crime|Drama,431,carlito's way,4.78
Crime|Drama,1221,"godfather: part ii, the",4.73
Crime|Drama,34271,hustle & flow,4.7
Crime|Drama,5989,catch me if you can,4.69
Crime|Drama,1213,goodfellas,4.68
Crime|Drama,73344,"prophet, a",4.67
Crime|Drama,6796,boyz n the hood,4.62
Crime|Drama,858,"godfather, the",4.61
Crime|Drama,161582,hell or high water,4.6
Crime|Drama,97,hate,4.58
Crime|Drama,16,casino,4.52
Crime|Drama,59995,boy a,4.5
Crime|Drama,5888,brother,4.5
Crime|Drama,26052,pickpocket,4.5
Crime|Drama,45210,united 93,4.5
Crime|Drama,168330,i don't feel at home in this world anymore,4.5
Crime|Drama,2329,american history x,4.43
Crime|Drama,174727,good time,4.42
Crime|Drama,1466,donnie brasco,4.42
Crime|Drama,1227,once upon a time in america,4.39
Crime|Drama,33166,crash,4.3
Crime|Drama,36,dead man walking,4.25
Crime|Drama,37741,capote,4.17
Crime|Drama,177593,"three billboards outside ebbing, missouri",4.16
Crime|Drama,318,"shawshank redemption, the",4.16
Crime|Drama,6291,lilya 4-ever,4.1
Crime|Drama,70015,polytechnique,4.0
Crime|Drama,4889,heist,4.0
Crime|Drama,117981,pool of london,4.0
Crime|Drama,89961,play,4.0
Crime|Drama,4239,blow,4.0
Crime|Drama,177441,el patrón: anatomy of a crime,4.0
Crime|Drama,43415,as tears go by,4.0
Crime|Drama,136018,black mass,4.0
Crime|Drama,7160,monster,4.0
Crime|Drama,6797,bugsy,4.0
Crime|Drama,124230,i love trouble,4.0
Crime|Drama,101525,"place beyond the pines, the",4.0
Crime|Drama,25788,scarface,4.0
Crime|Drama,50442,alpha dog,4.0
Crime|Drama,206857,the irishman,3.98
Crime|Drama,168266,t2: trainspotting,3.9
Crime|Drama,64614,gran torino,3.89
Crime|Drama,5954,25th hour,3.88
Crime|Drama,1945,on the waterfront,3.85
Crime|Drama,5464,road to perdition,3.8
Crime|Drama,55820,no country for old men,3.78
Crime|Drama,39292,"good night, and good luck.",3.75
Crime|Drama,3362,dog day afternoon,3.68
Crime|Drama,4881,"man who wasn't there, the",3.63
Crime|Drama,5956,gangs of new york,3.59
Crime|Drama,8042,mean streets,3.5
Crime|Drama,56432,"swimming pool, the",3.5
Crime|Drama,3783,croupier,3.5
Crime|Drama,7112,accident,3.5
Crime|Drama,62250,gomorrah,3.5
Crime|Drama,72405,bad lieutenant: port of call new orleans,3.5
Crime|Drama,187231,american animals,3.5
Crime|Drama,191495,white boy rick,3.5
Crime|Drama,192285,birds of passage,3.5
Crime|Drama,214062,guilty bystander,3.5
Crime|Drama,263973,house of gucci,3.42
Crime|Drama,106916,american hustle,3.3
Crime|Drama,60753,felon,3.25
Crime|Drama,2731,"400 blows, the",3.19
Crime|Drama,221244,kajillionaire,3.0
Crime|Drama,7748,pierrot le fou,3.0
Crime|Drama,5680,auto focus,3.0
